"Geneid" "Length"
"Cdh11" 8904
"Gm45257" 3998
"9430099M06Rik" 742
"Gm26301" 95
"Gm45258" 853
"Gm8730" 954
"Gm45391" 576
"Gm32531" 373
"1600027J07Rik" 489
"Gm45277" 1695
"4933400L20Rik" 997
"Gm8748" 587
"Gm29682" 1251
"Cdh5" 4203
"Gm45663" 1632
"Bean1" 3494
"Gm10631" 494
"Gm45892" 273
"Gm45887" 2998
"Gm45750" 354
"Tk2" 3571
"Cklf" 6124
"Cmtm2a" 1272
"Gm45711" 1706
"Cmtm1" 2013
"Gm45710" 215
"Gm11020" 186
"Cmtm2b" 880
"Gm45878" 241
"Cmtm3" 2986
"Cmtm4" 7734
"Gm45877" 564
"Dync1li2" 6027
"Gm45731" 1203
"K230015D01Rik" 1516
"Terb1" 3749
"Gm22148" 107
"Nae1" 8201
"Car7" 3637
"Gm45843" 4955
"Pdp2" 5692
"Cdh16" 3792
"Rrad" 1577
"Gm33023" 1681
"Fam96b" 1076
"1700082M22Rik" 2210
"Gm7208" 1931
"Gm5159" 1960
"Gm44328" 75
"9230110F11Rik" 1511
"Ces2a" 2359
"Gm6831" 1801
"Gm45782" 366
"4932416K20Rik" 4125
"Ces2b" 3408
"Matr3-ps2" 1996
"Ces2c" 2298
"Ces2d-ps" 1656
"Gm8798" 3410
"Ces2e" 2699
"Ces2f" 4925
"Ces2g" 3574
"Gm5743" 1660
"Ces2h" 2445
"Gm45725" 337
"Ces3a" 2627
"Gm45724" 420
"Ces3b" 2565
"Gm8804" 798
"Ces4a" 2433
"Gm3830" 1715
"Cbfb" 3480
"Gm22063" 107
"Gm24629" 89
"D230025D16Rik" 4704
"B3gnt9" 2516
"Tradd" 1866
"Fbxl8" 2103
"Hsf4" 1753
"Nol3" 3176
"4931428F04Rik" 4045
"Gm20163" 1218
"Exoc3l" 3693
"E2f4" 2452
"Elmo3" 3485
"Gm27320" 109
"Mir328" 97
"Lrrc29" 3958
"Tmem208" 1511
"Fhod1" 4666
"Slc9a5" 5240
"Plekhg4" 5478
"Kctd19" 3048
"Lrrc36" 2549
"Tppp3" 1848
"Zdhhc1" 4219
"Gm8838" 541
"Hsd11b2" 1840
"Atp6v0d1" 1793
"Gm38250" 1108
"Agrp" 1013
"Gm45855" 880
"Ripor1" 4108
"Mir1966" 108
"Gm5914" 510
"Gm38384" 1122
"Ctcf" 4860
"Gm5915" 454
"Carmil2" 5487
"Acd" 3625
"Pard6a" 1582
"Enkd1" 3659
"4933405L10Rik" 1487
"Gfod2" 4608
"Ranbp10" 6313
"Tsnaxip1" 2227
"Cenpt" 3646
"Thap11" 1819
"4930578M07Rik" 1120
"Nutf2" 2034
"Edc4" 5497
"Nrn1l" 617
"Pskh1" 3255
"Ctrl" 1156
"Gm16156" 713
"Psmb10" 1705
"Lcat" 1342
"Slc12a4" 4279
"Mir7074" 63
"Gm45752" 3186
"Dpep3" 1698
"Dpep2" 4540
"Gm22972" 131
"Dus2" 3367
"AC133499.1" 1097
"Ddx28" 2262
"Nfatc3" 11726
"Gm27956" 260
"Esrp2" 4340
"1810019D21Rik" 1551
"Pla2g15" 3013
"Slc7a6" 4570
"Slc7a6os" 4220
"Prmt7" 6125
"Gm26786" 6243
"Smpd3" 5232
"Gm10629" 2014
"Zfp90" 7823
"6030452D12Rik" 669
"Cdh3" 4384
"Gm10073" 496
"1110028F18Rik" 1341
"Cdh1" 4574
"Tango6" 7043
"Has3" 6380
"Chtf8" 3036
"Utp4" 3451
"Rpl10-ps2" 645
"Sntb2" 10350
"Gm22085" 110
"Gm16208" 471
"Vps4a" 2522
"Gm16209" 627
"Pdf" 1704
"Cog8" 4637
"Nip7" 3130
"Tmed6" 871
"Terf2" 4597
"Mir7075" 82
"C630050I24Rik" 783
"Cyb5b" 4374
"Rps18-ps3" 456
"Nfat5" 18378
"Nqo1" 1553
"Nob1" 3486
"Wwp2" 8871
"Rps26-ps1" 449
"Gm45900" 409
"Mir140" 70
"Psmd7" 2261
"Gm8940" 219
"Gm23646" 101
"Gm22825" 101
"5033426E14Rik" 783
"Zfhx3" 20976
"Gm39244" 2797
"Lncbate1" 812
"Gm38042" 5208
"Gm38318" 1706
"Gm20686" 535
"Mir3108" 79
"D030068K23Rik" 7540
"Gm1943" 174
"Gm23163" 101
"Pmfbp1" 3593
"Dhx38" 4967
"Txnl4b" 1892
"Hp" 1606
"Dhodh" 6326
"Pkd1l3" 7061
"Ist1" 7006
"Zfp821" 6649
"Atxn1l" 7526
"Ap1g1" 7681
"Snord71" 85
"Gm25321" 102
"Gm17344" 1643
"Phlpp2" 8449
"Gm16349" 394
"Marveld3" 3284
"Gm45795" 400
"Tat" 2405
"Gm45888" 1229
"Chst4" 2282
"8030455M16Rik" 902
"Zfp612" 6083
"Gm17720" 27
"Gm21964" 1847
"Calb2" 1743
"Cmtr2" 4115
"Gm26832" 1282
"Hydin" 18037
"Gm23627" 107
"Gm22701" 291
"AC069308.1" 60
"Gm44489" 97
"Vac14" 6960
"Mtss1l" 5311
"Il34" 1959
"Gm15894" 2067
"Gm15895" 731
"Sf3b3" 10919
"Snord111" 89
"Gm22193" 76
"Cog4" 4053
"Gm26816" 2448
"Fuk" 6255
"St3gal2" 5041
"Gm26132" 148
"Ddx19a" 2957
"Ddx19b" 6742
"Mir3473d" 81
"Aars" 9282
"Gm24103" 77
"Exosc6" 1326
"Clec18a" 3653
"Pdpr" 5028
"9430091E24Rik" 1211
"Glg1" 7090
"Gm23193" 82
"Rfwd3" 6937
"Mlkl" 2303
"Gm45712" 335
"Fa2h" 3008
"Gm24793" 132
"Wdr59" 8859
"Mir1957b" 123
"Znrf1" 7018
"Ldhd" 5328
"Zfp1" 2040
"Ctrb1" 878
"Mir7076" 74
"Bcar1" 4547
"Cfdp1" 1178
"Tmem170" 3878
"Gm23853" 104
"Chst5" 2182
"Tmem231" 5372
"Gabarapl2" 2325
"Adat1" 4399
"Kars" 4464
"Terf2ip" 4958
"Gm6793" 1604
"Gm22827" 107
"Gm3635" 354
"Gm26994" 1571
"Cntnap4" 6281
"Gm22664" 105
"Gm45904" 2330
"Gm10280" 2006
"Gm25766" 131
"Gm24291" 162
"Mon1b" 5120
"Syce1l" 1164
"Gm45789" 364
"Gm30052" 913
"Adamts18" 10178
"Nudt7" 5618
"Vat1l" 5462
"4933408N05Rik" 1584
"Clec3a" 591
"Wwox" 10173
"Gm16116" 430
"Gm16117" 324
"Gm16118" 680
"Gm22556" 100
"4930488N15Rik" 1561
"Gm23677" 104
"Maf" 8241
"Gm15655" 440
"Gm45733" 437
"4930422C21Rik" 2362
"1700018P08Rik" 1239
"Gm5357" 1924
"Dynlrb2" 556
"Cdyl2" 2411
"Gm10620" 1332
"Cmc2" 2043
"Cenpn" 3294
"Atmin" 4877
"1700030J22Rik" 2996
"Gcsh" 1579
"Pkd1l2" 8301
"Gm15395" 702
"Bco1" 2543
"Gm20694" 404
"Gan" 13463
"Cmip" 6495
"Mir7077" 57
"Mir7078" 64
"Plcg2" 4298
"Gm27361" 55
"Sdr42e1" 2957
"Gm31717" 668
"Gm38416" 3780
"Hsd17b2" 1924
"Gm45776" 1522
"Gm31774" 1366
"Mphosph6" 2476
"Gm10617" 1172
"Gm25200" 130
"Cdh13" 11233
"Gm45722" 466
"Gm24035" 107
"Gm45721" 607
"Gm45720" 484
"Gm22999" 88
"Hsbp1" 1861
"Gm45723" 1783
"Mlycd" 2968
"Osgin1" 2674
"Necab2" 2096
"Slc38a8" 3499
"Mbtps1" 10539
"Hsdl1" 3235
"Dnaaf1" 2821
"Taf1c" 3490
"Rps13-ps4" 456
"Adad2" 1926
"Kcng4" 3806
"Gm32352" 688
"Wfdc1" 1539
"Atp2c2" 3222
"Gm45747" 999
"Tldc1" 4132
"Cotl1" 1596
"Klhl36" 2339
"Usp10" 9559
"Gm20388" 3953
"Crispld2" 4777
"Gm15684" 1814
"Zdhhc7" 3677
"Gm15898" 627
"A130014A01Rik" 2323
"Gm38379" 1525
"6430548M08Rik" 6626
"Fam92b" 1395
"A330074K22Rik" 2489
"Gse1" 10351
"Gm22715" 91
"Gm26971" 1072
"1700016A09Rik" 835
"Mir7687" 59
"Gins2" 4097
"Gm10614" 2538
"Gm45834" 454
"Gm26739" 427
"1190005I06Rik" 1083
"Gm27021" 758
"Gm26537" 652
"Emc8" 6295
"Cox4i1" 1550
"Gm33142" 867
"Gm24239" 255
"Gm18709" 489
"Irf8" 7055
"Gm26878" 1644
"Gm28324" 264
"Fendrr" 3322
"Foxf1" 2415
"Gm27530" 98
"Mthfsd" 10586
"Foxc2" 2725
"Foxl1" 2705
"Gm37609" 678
"5033426O07Rik" 2799
"Gm26815" 3366
"Gm26747" 1716
"Gm26784" 410
"1700018B08Rik" 1294
"Gm27045" 1402
"1700030M09Rik" 1102
"Fbxo31" 5482
"Gm17786" 427
"Map1lc3b" 7517
"Zcchc14" 7780
"Gm27030" 464
"Gm23299" 79
"Gm45833" 2730
"Jph3" 4457
"Klhdc4" 3708
"Gm20406" 423
"Gm24283" 107
"Gm42047" 5647
"Gm26812" 805
"9530085P06Rik" 827
"Slc7a5" 3708
"BC048644" 5333
"Car5a" 1339
"Gm37497" 798
"Gm27011" 972
"Banp" 6632
"Gm17709" 1096
"Mir7237" 63
"Zfp469" 3082
"Zfpm1" 3503
"Gm45353" 252
"Trhr2" 1340
"Gm20681" 503
"Zc3h18" 9190
"Il17c" 719
"Cyba" 1039
"Mvd" 1859
"Gm20735" 1979
"Snai3" 1628
"Rnf166" 1985
"Gm24366" 86
"Ctu2" 5164
"Piezo1" 9935
"Gm26497" 107
"Cdt1" 3140
"Aprt" 1615
"Galns" 2650
"Gm45857" 356
"Trappc2l" 1950
"Pabpn1l" 1193
"Mir6396" 111
"Cbfa2t3" 8373
"Gm15899" 238
"Gm10612" 1681
"C230057M02Rik" 3556
"A530010L16Rik" 2345
"Gm39271" 434
"Acsf3" 3747
"Gm45743" 2795
"Gm45893" 247
"Gm16378" 342
"Cdh15" 3251
"Gm45894" 1748
"Ankrd11" 16580
"Gm24445" 107
"2810013P06Rik" 2137
"Spg7" 4518
"Rpl13" 2595
"Snord68" 86
"Mir7079" 69
"Cpne7" 5268
"Mir7080" 67
"Sult5a1" 4419
"Gm4316" 3533
"Dpep1" 2486
"Chmp1a" 3272
"Rps12-ps9" 399
"Spata33" 4303
"Cdk10" 4304
"Spata2l" 3591
"Gm45842" 753
"4933417D19Rik" 1229
"Vps9d1" 5153
"Zfp276" 5530
"Fanca" 8761
"Spire2" 2510
"Tcf25" 5390
"Mc1r" 3638
"Gm38092" 653
"Tubb3" 1868
"Def8" 4408
"Gm25428" 114
"Afg3l1" 4757
"Dbndd1" 2645
"Gas8" 4012
"Gm22314" 281
"n-R5s100" 119
"n-R5s101" 119
"n-R5s102" 119
"n-R5s103" 119
"n-R5s104" 119
"n-R5s105" 119
"n-R5s106" 119
"n-R5s107" 119
"n-R5s108" 119
"n-R5s109" 119
"n-R5s110" 119
"n-R5s111" 119
"n-R5s112" 119
"n-R5s113" 119
"n-R5s114" 119
"n-R5s115" 119
"Gm25018" 119
"n-R5s117" 119
"n-R5s118" 119
"n-R5s119" 119
"n-R5s120" 119
"n-R5s121" 119
"n-R5s122" 119
"n-R5s123" 119
"n-R5s124" 119
"n-R5s125" 119
"Gm24312" 119
"n-R5s127" 119
"n-R5s128" 119
"n-R5s129" 119
"n-R5s130" 119
"n-R5s131" 119
"Gm26391" 119
"n-R5s133" 119
"n-R5s134" 119
"Rn5s" 119
"n-R5s136" 119
"Gm24089" 109
"n-R5s138" 119
"n-R5s139" 119
"Gm22109" 119
"n-R5s141" 119
"n-R5s142" 119
"n-R5s143" 119
"n-R5s144" 119
"Gm25212" 119
"n-R5s146" 119
"Gm22291" 119
"Gm23284" 119
"n-R5s149" 119
"Gm23647" 109
"Rhou" 3806
"Gm45781" 539
"6030466F02Rik" 1434
"4732419C18Rik" 3536
"Gm45866" 326
"Gm45865" 945
"Rab4a" 1757
"2810455O05Rik" 1691
"Ccsap" 2767
"Gm4342" 367
"Acta1" 1536
"Gm29773" 1895
"Nup133" 7029
"Gm45890" 1863
"Abcb10" 4306
"Taf5l" 3570
"Gm17827" 742
"Urb2" 6153
"Mir1967" 82
"Gm45732" 586
"Gm3889" 612
"Galnt2" 4282
"1810008B01Rik" 829
"Gm15775" 538
"Gm24459" 86
"Pgbd5" 4197
"Cog2" 4778
"Agt" 1891
"Capn9" 2414
"2310022B05Rik" 3307
"Ttc13" 10285
"Arv1" 1652
"Fam89a" 1338
"Gm9172" 954
"Gm45856" 416
"Trim67" 8744
"Gm16163" 1119
"2810004N23Rik" 6324
"Gnpat" 3587
"Exoc8" 4598
"Sprtn" 4711
"Gm45709" 1075
"Egln1" 3594
"Tsnax" 3917
"Gm45874" 346
"Disc1" 3804
"Gm22197" 58
"Gm16237" 1319
"Sipa1l2" 9617
"4930567H12Rik" 2010
"Map10" 3542
"Ntpcr" 2673
"Pcnx2" 9574
"A730098A19Rik" 978
"Map3k21" 5693
"Kcnk1" 2235
"Gm45875" 781
"Gm45876" 2709
"Slc35f3" 2309
"Coa6" 747
"Tarbp1" 6383
"Gm6091" 165
"Gm26759" 1251
"Irf2bp2" 5080
"Gm45805" 2066
"Gm31718" 1827
"A630001O12Rik" 2182
"Tomm20" 4906
"Gm26397" 134
"Rbm34" 4970
"Gm38574" 640
"Gm5358" 353
"Gm22730" 171
"Pard3" 14506
"Gm6921" 435
"Gm22968" 118
"Mir21c" 78
"Nrp1" 9785
"Mir1903" 80
"Gm9204" 947
"Gm26002" 107
"Gm45746" 2447
"Itgb1" 4081
"Ccdc7a" 6578
"Gm3952" 573
"Gm26100" 127
"Gm22545" 132
"Ccdc7b" 2272
"Gm22374" 132
"Gm10999" 207
"2610044O15Rik8" 3859
"Gm21399" 597
"Gm32856" 4824
"Gm26870" 2692
"Gm10722" 651
"Gm11168" 1892
"Gm10721" 669
"Gm10720" 669
"Gm10719" 1800
"Gm10718" 681
"Gm10717" 3856
"Gm17535" 672
"Gm10715" 935
"Mir101c" 75
"4930433N12Rik" 1533
"Gm32390" 1172
"Gm7344" 1222
"Gm31138" 1705
"Olfr369-ps1" 836
"Gm27679" 84
"Alkbh8" 8740
"Gm24918" 130
"Gm23275" 104
"Cwf19l2" 10536
"Gm5362" 3085
"Gucy1a2" 6650
"Gm5363" 938
"Gm45860" 334
"Gm22195" 108
"Aasdhppt" 2847
"Kbtbd3" 2336
"Gm23992" 67
"Msantd4" 4647
"Gria4" 6305
"Gm23811" 84
"Gm7390" 1216
"Gm24896" 135
"Casp1" 1497
"Casp4" 3710
"Casp12" 3840
"AC132615.1" 255
"Gm6015" 1586
"AC168266.1" 226
"Gm9662" 1206
"Pdgfd" 3154
"Ddi1" 7114
"Gm21089" 325
"AC167721.1" 279
"Gm23097" 105
"AC166343.1" 577
"Dync2h1" 16348
"Dcun1d5" 3077
"AC174457.1" 226
"Mmp13" 2673
"Mmp12" 7237
"Mmp1b" 1449
"Mmp3" 1801
"Mmp1a" 2024
"Mmp10" 1722
"Mmp8" 2425
"Mmp27" 2210
"AL603630.1" 147
"Mmp20" 3287
"AV064505" 522
"Gm19212" 862
"Mmp7" 1068
"Cbx3-ps8" 548
"Gm10709" 480
"Tmem123" 3109
"Mir5618" 51
"Birc2" 4580
"Birc3" 5009
"Yap1" 9257
"Gm20416" 484
"Gm45494" 545
"9230110C19Rik" 1592
"Cep126" 4616
"Gm19324" 1169
"Gm7495" 426
"1700128F08Rik" 1625
"Mir1899" 96
"AC115793.1" 215
"Trpc6" 5066
"Gm32014" 8900
"Pgr" 8546
"Gm16485" 3983
"Arhgap42" 7215
"Gm16833" 672
"Gm22815" 62
"Gm46102" 731
"AC154994.1" 302
"AC171203.1" 456
"Cntn5" 4531
"Gm26195" 101
"Mir6237" 91
"Gm24496" 110
"Gm25086" 110
"Gm46103" 341
"Gm7529" 1897
"Gm32710" 618
"Gm18488" 364
"CT009748.1" 269
"CT009748.2" 1082
"CT025526.1" 267
"Gm18934" 1044
"AC134334.2" 681
"Gm18160" 827
"AC134334.1" 255
"AC124456.1" 2597
"Gm29785" 383
"Gm25365" 121
"Gm7570" 698
"Gm21070" 985
"4930568E12Rik" 795
"AC172194.1" 1020
"Jrkl" 3223
"Ccdc82" 9835
"Gm26189" 107
"Maml2" 6598
"CAAA01194877.1" 4233
"Phxr4" 1391
"Gm17571" 90
"AC241616.1" 166
"Gm22643" 101
"AC155923.1" 356
"Mtmr2" 4913
"Cep57" 4180
"Fam76b" 4667
"Gm7588" 571
"CT010488.1" 1522
"AC113304.1" 1833
"1700019J19Rik" 5324
"AC154826.1" 498
"AC154264.2" 403
"AC154264.1" 386
"Gm34069" 2441
"Sesn3" 15269
"CT485606.2" 401
"Endod1" 4645
"CT485606.1" 878
"CT485606.3" 624
"CT485607.2" 91
"CT485607.1" 85
"Kdm4dl" 1187
"Kdm4d" 2861
"Cwc15" 1571
"CT485607.3" 672
"Amotl1" 10064
"4930584E12Rik" 981
"Gm34263" 472
"Gm7607" 518
"Gm19790" 251
"Gm18997" 822
"Piwil4" 5385
"Gm10706" 1960
"Gm15586" 528
"Fut4" 4074
"1700012B09Rik" 819
"Ankrd49" 5239
"Mre11a" 5927
"CT030247.1" 267
"Gm16379" 348
"Gm16302" 428
"Gpr83" 5095
"Izumo1r" 2320
"Gm18789" 550
"AC154295.1" 621
"Panx1" 6030
"Hephl1" 5261
"Gm22658" 155
"Vstm5" 1991
"Med17" 4230
"4931406C07Rik" 10871
"Taf1d" 8949
"Gm25500" 123
"Mir7650" 59
"Gm24455" 131
"Gm24299" 71
"AC154296.1" 67
"Gm25791" 137
"Gm22620" 133
"Gm24357" 74
"Gm23455" 100
"Gm22579" 133
"Cep295" 16238
"AC154296.2" 545
"AC154296.3" 712
"Scarna9" 70
"Gm24339" 76
"Gm16568" 1910
"Gm34973" 572
"Gm2517" 348
"AC155259.1" 477
"Smco4" 1173
"Deup1" 3311
"4930540M03Rik" 437
"Gm7642" 1809
"Gm5119" 634
"Slc36a4" 6540
"AC154307.1" 90
"Mtnr1b" 1835
"Fat3" 21478
"AC154406.1" 2529
"Gm5611" 852
"Gm2594" 742
"AC162931.1" 267
"AC100406.2" 111
"Gm4977" 1262
"AC100406.1" 480
"Gm7680" 1348
"AC154319.1" 312
"CT943659.1" 326
"Gm44498" 111
"Gm7692" 409
"Chordc1" 7498
"Gm19178" 1819
"Naalad2" 4749
"Gm19174" 956
"Ubtfl1" 4432
"Gm5612" 375
"Mbd3l2" 2168
"Zfp558" 3535
"Gm22854" 84
"Mbd3l1" 870
"Muc16" 26350
"Gm25295" 306
"Gm24546" 102
"Olfr24" 4393
"Olfr828" 1689
"Olfr829" 2604
"Olfr830" 3105
"Olfr831-ps1" 890
"Olfr832" 4435
"Olfr833-ps1" 913
"Olfr834" 939
"Gm45814" 775
"Olfr835" 2690
"Olfr836" 5080
"Olfr837" 3812
"Olfr838-ps1" 977
"Olfr839-ps1" 7759
"Olfr840-ps1" 917
"AC119987.1" 848
"Olfr843" 7509
"Olfr844" 1686
"Olfr845" 3572
"Olfr846" 4342
"Gm7751" 709
"Olfr847" 2385
"Olfr848-ps1" 930
"Gm23048" 129
"Olfr849" 6140
"Olfr850" 948
"Olfr851" 7123
"Olfr852-ps1" 226
"Olfr853" 3888
"Olfr854" 948
"Olfr855" 1812
"Gm45730" 395
"Zfp317" 4838
"Olfr856-ps1" 948
"Gm7769" 933
"Olfr857" 2306
"Olfr858-ps1" 930
"Olfr58" 2454
"Olfr859" 9598
"Gm45699" 1576
"Olfr860" 1842
"Olfr861-ps1" 928
"Olfr862" 2604
"Olfr77" 9649
"Gm7808" 387
"Olfr863-ps1" 929
"Olfr864-ps1" 930
"Olfr865-ps1" 85
"Olfr866" 1077
"Gm44395" 153
"Gm26231" 67
"Olfr867" 4617
"Olfr868" 4233
"Olfr869" 1783
"Olfr870" 4091
"Gm25914" 153
"Gm26290" 145
"Olfr871" 1147
"Olfr872" 1897
"Gm25425" 96
"Olfr39" 2028
"Olfr873" 5068
"Olfr18" 2907
"Gm45815" 146
"Zfp560" 5096
"4921534A09Rik" 2495
"Gm29761" 1939
"AC171206.1" 213
"Zfp26" 14154
"Gm26733" 2046
"AC171206.2" 389
"Zfp426" 4888
"Gm23316" 114
"Zfp266" 7033
"Gm46142" 481
"Zfp846" 13778
"AC164565.1" 1484
"Fbxl12os" 5239
"Gm26521" 2215
"Fbxl12" 5090
"Ubl5" 3468
"Pin1" 3843
"Olfm2" 2665
"Col5a3" 6809
"Gm26274" 321
"Rdh8" 1405
"A230050P20Rik" 3417
"Angptl6" 1582
"Ppan" 4004
"Gm24067" 85
"Gm23008" 80
"Eif3g" 1984
"Dnmt1" 7377
"Mir7081" 75
"S1pr2" 7971
"Mrpl4" 2617
"Icam1" 4360
"AC159314.1" 3485
"Icam4" 1110
"Icam5" 2947
"Mir1900" 78
"Gm26592" 1730
"Zglp1" 1088
"AC163637.2" 1945
"Raver1" 5053
"Fdx1l" 1423
"Mir7082" 92
"1700084C06Rik" 750
"Tyk2" 6865
"Cdc37" 8194
"Pde4a" 7655
"Gm16754" 2611
"Keap1" 4693
"S1pr5" 2500
"AC163637.1" 1894
"Atg4d" 7264
"Kri1" 4182
"Cdkn2d" 1574
"Ap1m2" 3140
"Gm39302" 636
"Slc44a2" 8677
"Gm36198" 416
"Ilf3" 10843
"Gm16853" 1986
"Qtrt1" 1973
"Dnm2" 5330
"Mir199a-1" 70
"Tmed1" 1519
"AB124611" 1447
"Gm20519" 359
"Carm1" 4852
"Yipf2" 2174
"Timm29" 3170
"Gm7904" 465
"Mir1946b" 133
"Smarca4" 6475
"Gm27373" 184
"Gm26511" 1895
"Ldlr" 9622
"Spc24" 2573
"Kank2" 5235
"Dock6" 8782
"Mir7083" 60
"Angptl8" 865
"AC166992.1" 565
"Rab3d" 4196
"Tmem205" 2589
"Ccdc159" 2183
"Plppr2" 2750
"Swsap1" 1838
"Epor" 1989
"Rgl3" 3924
"Ccdc151" 2514
"Prkcsh" 4275
"Elavl3" 6890
"AC163623.1" 727
"Zfp653" 4938
"Gm16845" 1509
"Ecsit" 2490
"Gm6581" 260
"Cnn1" 2736
"Elof1" 1702
"Mir7084" 70
"AC163623.2" 1897
"Acp5" 2030
"Pigyl" 777
"Gm18227" 1468
"Rpl15-ps3" 615
"Zfp872" 3036
"1810064F22Rik" 2753
"Gm18228" 1091
"Zfp809" 2960
"AC159308.2" 2325
"Zfp599" 3574
"Gm39307" 1037
"Zfp810" 6133
"AC159308.1" 1351
"Gm18225" 742
"Gm10182" 273
"Gm6607" 328
"Anln" 9063
"AC093926.2" 1228
"AC093926.1" 243
"Rp9" 3570
"9530077C05Rik" 4856
"Gm17545" 72
"Bbs9" 6243
"Gm2976" 513
"Gm16165" 795
"Gm16164" 468
"Gm27639" 85
"Bmper" 4833
"Gm3011" 582
"AC102582.1" 378
"Gm3028" 1119
"AC102582.2" 1137
"AC132104.2" 266
"AC132104.1" 260
"Npsr1" 3946
"CT010514.1" 2969
"Gm15600" 856
"Gm10701" 906
"Gm22380" 95
"Dpy19l1" 6350
"AC102554.1" 537
"Dpy19l2" 3442
"Cypt4" 629
"Tbx20" 11997
"Gm29824" 3285
"Amd-ps6" 1003
"AC113082.1" 327
"Gm18377" 607
"Gm23893" 134
"E130101E03Rik" 1163
"AC113082.2" 756
"Gm10181" 69
"Gm10180" 78
"Herpud2" 5857
"Gm29642" 921
"Gm8031" 626
"Sept7" 11631
"CT025561.1" 674
"Gm18891" 1087
"Gm8049" 1782
"Eepd1" 2935
"Gm25861" 109
"Gm25346" 128
"AC122225.1" 369
"AC141438.2" 271
"AC141438.3" 202
"Gm26190" 121
"AC141438.1" 3205
"Gm39312" 2195
"Gm19113" 1828
"AC126267.1" 284
"Gm30313" 597
"AC161424.1" 1293
"B3gat1" 4960
"Glb1l2" 9043
"Glb1l3" 2618
"Gm1110" 3803
"Gm5120" 2414
"Acad8" 4143
"Thyn1" 2813
"Vps26b" 5099
"AC156163.1" 3369
"Ncapd3" 7891
"Jam3" 3200
"CT025660.2" 3539
"CT025660.1" 457
"AC117198.1" 651
"Igsf9b" 16686
"AC154374.1" 351
"Spata19" 1458
"AC122395.1" 374
"Gm18585" 556
"Gm8106" 523
"AC155813.1" 590
"Opcml" 14519
"Gm15606" 764
"Gm44316" 97
"AC166352.1" 1105
"Ntm" 8079
"Gm15520" 1203
"Gm15521" 835
"Gm19640" 464
"AC131912.1" 290
"Gm26435" 107
"Gm30933" 381
"Snx19" 6725
"CU024910.1" 418
"Rps2-ps12" 785
"CT033793.1" 565
"Gm31013" 715
"AC163289.1" 262
"Adamts15" 10363
"Adamts8" 4613
"Gm29724" 3658
"Zbtb44" 9341
"Gm17508" 681
"St14" 7637
"Gm16071" 793
"Aplp2" 5875
"Gm7244" 455
"CT025678.1" 2972
"Prdm10" 9259
"Nfrkb" 11277
"Tmem45b" 4724
"Gm8162" 665
"5033425B01Rik" 1303
"4930434F21Rik" 845
"Gm31408" 1455
"Gm18226" 521
"Gm18820" 916
"AC161245.1" 740
"Gm8171" 720
"Barx2" 1968
"Gm31497" 638
"Gm3756" 1355
"AC160635.2" 734
"Tpi-rs4" 720
"AC160635.1" 474
"Gm44453" 126
"AC134607.1" 485
"Arhgap32" 17179
"AC134607.2" 231
"Kcnj5" 4685
"Gm39317" 1332
"Kcnj1" 3333
"Fli1" 3486
"Gm22060" 107
"Gm38292" 3045
"Gm38346" 2639
"Gm27201" 416
"Gm37474" 1814
"Gm37082" 1927
"AC127581.1" 771
"Gm27163" 409
"Ets1" 8476
"Gm27240" 677
"Gm3331" 1017
"Gm37167" 396
"Gm27162" 2478
"Gm37192" 1348
"Gm27166" 1930
"Gm32171" 1043
"Gm37758" 629
"AC159890.1" 684
"AC166060.1" 425
"AC171204.1" 975
"Gm10698" 604
"CT009723.2" 124
"CT009723.1" 1803
"Gm25439" 131
"Gm27165" 232
"Gm27164" 723
"7630403G23Rik" 1084
"Gm27161" 562
"AC156639.1" 660
"Kirrel3" 6454
"Gm38217" 910
"Gm26662" 548
"Kirrel3os" 3799
"Gm23702" 130
"St3gal4" 2923
"4930581F22Rik" 5954
"Dcps" 1451
"Gm24262" 144
"Tirap" 4929
"Gm39318" 1118
"Srpr" 3364
"Foxred1" 4520
"Fam118b" 6122
"Rpusd4" 2647
"4933422A05Rik" 1356
"Gm5614" 318
"Gm33838" 786
"2610105M22Rik" 1153
"Cdon" 7715
"Gm25630" 162
"Gm24188" 108
"Gm1113" 2434
"Ddx25" 6934
"Pus3" 2972
"Hyls1" 5970
"Pate2" 4720
"Gm6762" 289
"Gm10105" 270
"Pate4" 1072
"Pate3" 1329
"Pate1" 1820
"Gm17677" 351
"Gm17727" 643
"Gm27235" 903
"D730048I06Rik" 1334
"Gm36974" 1071
"9230110F15Rik" 1135
"Gm3428" 2399
"9230113P08Rik" 1991
"Gm27187" 809
"AC154630.1" 2440
"Gm5916" 1142
"Gm3434" 573
"AC167250.1" 4397
"Gm3867" 2007
"AC159896.3" 3835
"AC159896.1" 215
"Gm7257" 519
"Gm9513" 306
"Gm27160" 199
"Gm5615" 2348
"Gm27218" 392
"AC159896.2" 269
"Gm17689" 330
"CT025617.1" 725
"A630095E13Rik" 2471
"1700027I24Rik" 696
"AC155921.1" 3841
"Acrv1" 3647
"Chek1" 4635
"Stt3a" 8948
"Gm26787" 608
"Ei24" 4868
"Gm27219" 742
"Fez1" 4104
"Pknox2" 10335
"Gm3896" 4094
"n-R5s82" 109
"AC164087.1" 733
"AC164087.2" 1072
"Gm25273" 115
"Tmem218" 2619
"Slc37a2" 6643
"Gm10177" 444
"AC138284.5" 652
"AC138284.2" 567
