Geneid	E4-1	E4-2	LN-D4-1	LN-D4-2	LN-F6-1	LN-F6-2	LN-N4-1	LN-N4-2	LN-N4-3	N1	N2	N3	T-D4-1	T-D4-2	T-D4-3	T-F6-2	T-F6-3	T-N4-1	T-N4-2
Btbd2	507	1009	1539	1016	1786	2013	1934	2084	1770	2552	2775	3027	67	88	114	87	82	68	53
Mknk2	14897	28143	19975	19957	20944	21057	21415	21296	16655	19416	21527	21571	1429	1270	1934	982	1056	1419	1034
Gm26541	199	234	208	354	333	323	296	320	275	356	377	332	768	899	915	984	568	815	876
Mob3a	2853	5799	5484	4145	5908	6290	6475	5657	4794	6543	6577	6532	6871	7450	6783	6984	6308	8011	9315
Izumo4	1278	1016	735	1236	926	976	1242	1115	1152	2364	1639	1746	1390	1234	2212	1307	1294	2028	2081
Ap3d1	4712	5552	4808	3574	5645	6198	5670	5213	4030	5496	6108	6049	3196	2960	3361	1093	2480	2944	2764
Dot1l	1933	1316	1224	895	1154	1430	1115	1365	981	1360	1478	1364	734	466	713	479	593	573	527
Gm17151	54	7	6	10	8	10	2	8	4	16	17	9	12	6	29	9	10	8	13
Plekhj1	6346	5326	5169	5285	4777	4640	5312	5398	4776	4514	4571	4728	3713	3490	3347	1243	3027	3283	3161
Sf3a2	4917	5205	4599	4856	4597	4717	3943	5081	3799	4497	4915	4559	3198	2850	2135	4545	2665	3327	4016
Amh	7	2	0	2	1	1	0	3	0	0	0	0	0	0	0	1	2	1	11
Jsrp1	1	1	1	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0
Oaz1	20562	24741	26952	30664	20481	18567	20719	23722	22520	16582	15812	17112	24784	24291	21813	24993	26563	20239	24475
Mir1982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lingo3	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Lsm7	2255	1107	1274	1760	780	690	813	977	1194	1117	856	921	719	640	840	1414	970	645	818
Sppl2b	1595	1625	1434	1289	1958	2077	1937	1774	1339	1772	1891	1485	2191	2276	2514	1056	1724	2221	3036
Tmprss9	34	2	3	1	3	2	2	0	0	2	1	3	0	4	2	0	1	5	0
Timm13	6391	3713	4182	4569	2965	2759	3143	3774	3861	3302	2810	2947	3158	3136	2876	3376	3547	2907	2959
Lmnb2	2217	2387	2607	1759	1342	1245	1024	1910	1324	831	991	883	903	824	907	436	1126	1241	1641
Gadd45b	993	1020	2382	2236	1795	2132	1267	2120	1847	304	432	422	1845	1821	1074	509	997	1667	550
Gng7	0	1	21	11	3	3	0	1	0	2	5	0	15	1	0	60	61	0	24
Gm3828	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
Diras1	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
Gm16099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc39a3	1061	1214	1396	1379	1308	1574	1334	1437	1237	2068	2122	2277	766	963	1014	193	758	1064	841
Sgta	5034	5903	6467	6573	5754	5875	5262	6279	5218	3981	4501	4235	6332	5972	5661	6712	6064	5559	6442
Thop1	1900	1610	1978	1874	985	1158	903	2091	1513	410	618	509	847	637	547	535	1292	989	924
Creb3l3	14	0	3	0	2	0	0	3	0	1	0	0	17	0	0	8	1	1	19
Mir5615-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir5615-2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map2k2	6662	6603	6669	6989	5860	5918	6434	6788	6402	5636	6271	5972	1322	1108	1712	456	1081	1305	1006
Zbtb7a	5034	4467	4481	3844	4755	5772	5628	5457	4167	5558	6721	6142	2192	1857	2308	670	1550	2422	2243
Pias4	1737	2124	2012	2357	2342	2199	2274	2201	1694	2563	2447	2608	2069	1590	2100	578	1388	1932	1893
Eef2	51473	49238	48576	49949	38272	37051	39919	46508	40043	40675	46797	42627	80120	77953	70737	125061	85044	55783	77559
Snord37	3	0	1	1	0	1	3	0	0	3	2	1	2	1	6	7	1	5	1
4930442H23Rik	15	2	1	1	1	2	1	0	0	4	3	5	2	1	1	0	0	1	1
Dapk3	3228	3051	3230	2892	2786	3076	2712	3620	3173	2751	2905	2784	68	83	193	160	110	139	142
Atcayos	0	1	2	0	0	4	1	5	3	0	0	0	106	32	80	434	153	39	95
Nmrk2	0	0	0	0	0	0	0	0	0	0	0	0	3	1	3	26	11	0	5
Atcay	16	49	64	65	141	88	78	89	100	0	4	0	531	240	267	343	419	150	437
Zfr2	20	8	18	28	19	49	40	45	46	144	97	72	57	37	52	48	32	27	48
Matk	380	187	642	858	894	1011	1037	771	777	2303	2333	2007	6790	6978	8493	6741	3428	2934	4559
Mrpl54	4464	2968	3296	3831	2169	2017	2312	2668	2980	1861	1516	1602	3063	3178	3286	2630	3586	2178	2954
Apba3	1150	1029	1501	1154	1879	1980	1825	1801	1635	1756	1737	1653	2777	2184	2507	606	1688	1912	2242
Mir3057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tjp3	558	571	1051	758	1129	944	925	1033	540	315	454	564	1059	1267	1418	229	710	1026	1090
Pip5k1c	3421	4683	3790	3773	3985	4404	4113	4103	3346	9155	9688	9506	3341	3091	3918	1391	2651	4187	3572
Gm16315	0	4	1	1	1	0	3	3	5	9	0	1	3	0	12	8	20	6	4
Cactin	5449	5615	5141	4045	4624	4362	3951	4942	3317	4535	5135	5098	1574	1271	1627	379	1161	1527	1296
Tbxa2r	2255	2918	2107	1338	3318	2985	4465	3314	2397	9629	9440	10172	879	799	993	105	481	1018	497
Gipc3	22	1	1	6	0	12	0	8	1	8	8	2	28	13	53	41	17	25	51
Hmg20b	1391	846	1052	917	985	1011	986	1125	828	864	856	727	678	688	1039	360	614	719	679
Mfsd12	275	318	449	255	296	381	262	334	224	498	404	389	64	66	83	37	197	136	111
4930404N11Rik	21	15	14	18	6	9	8	11	4	11	18	7	9	4	7	6	1	10	4
Fzr1	6855	5479	8415	5933	6121	5131	4073	6036	4518	2736	2832	2900	1274	1046	1421	453	1140	1099	1447
Dohh	2810	2499	2942	3226	2009	1849	1939	2497	2232	2314	2588	2447	1808	1557	1373	732	1737	1505	1687
Mir6913	8	1	0	1	1	0	2	2	2	3	1	1	5	1	0	0	2	0	2
AC155937.1	10	8	4	2	0	5	4	7	5	4	7	8	3	2	2	1	2	0	4
Smim24	606	771	369	326	394	279	434	360	324	96	79	100	321	271	240	298	339	155	309
Nfic	762	689	548	463	536	679	571	569	518	849	888	850	1738	1706	1525	1116	1811	2204	2331
Gm16104	52	47	8	6	4	1	0	5	5	0	2	0	7	1	2	0	5	2	0
Mir1191b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Celf5	3	4	5	4	8	7	14	0	0	3	0	2	2	7	14	9	6	1	7
Gm16105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ncln	3253	3194	2553	2701	3599	3363	3004	3462	2658	4192	3810	3602	1935	1693	2237	821	1487	2003	1475
S1pr4	4590	6216	4776	3968	5695	6029	6746	4829	4787	5855	5288	6218	2870	3953	3070	1072	1293	2448	1858
Gna15	1582	1521	2057	1238	3639	3185	2662	2300	2594	166	145	210	5617	6026	4974	768	2297	3189	2194
Gm16106	4	4	2	7	6	5	6	1	1	1	0	0	11	11	20	6	2	15	3
Gm25595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC159474.1	0	2	6	5	5	4	10	5	3	0	0	0	0	9	1	1	0	2	0
Gna11	1888	1207	822	691	1103	863	1150	994	673	1178	1154	1113	284	320	312	316	269	360	371
Aes	35643	43566	35595	41318	38722	36437	41649	33546	29284	42113	42344	45095	2187	2088	2317	1880	1925	1891	2328
Gm15917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tle2	31	52	7	20	3	9	0	11	7	154	116	139	22	53	114	38	47	53	43
Tle6	30	24	22	17	12	4	4	26	6	40	16	21	5	20	4	31	46	4	40
BC025920	87	25	21	11	27	29	32	38	31	30	38	19	42	26	51	21	15	29	29
Gm26896	106	45	27	42	69	45	45	57	39	62	67	68	51	51	84	40	26	31	20
Sirt6	708	711	647	481	653	704	682	747	642	598	643	493	711	651	750	759	735	770	868
Ankrd24	80	59	36	12	52	33	60	47	19	114	73	103	28	31	16	27	69	19	31
Gm10778	2	2	7	5	6	3	3	4	6	6	9	5	6	7	11	3	7	8	6
AC167202.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp433	25	11	37	33	37	26	37	45	39	58	58	73	43	33	87	40	47	32	49
Gm8249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AC167202.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5173	0	3	1	3	1	1	2	2	2	1	3	4	0	1	6	0	2	1	4
Gm3055	25	13	24	17	30	8	21	32	15	31	30	26	22	18	36	14	25	19	31
AC174742.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32687	15	18	44	14	41	24	43	66	35	56	78	61	38	23	77	50	39	38	44
Gm8274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0
AC172027.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Gm8153	1	2	1	0	0	1	1	2	0	1	0	0	0	1	0	0	1	0	1
Zfp781	2	5	8	3	5	3	3	7	6	0	7	7	10	4	5	2	5	10	4
AC153889.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8290	1	2	4	0	1	2	2	2	6	2	5	2	1	0	0	1	2	1	1
Gm46194	0	3	0	0	0	0	1	3	0	0	6	1	0	0	0	0	0	1	1
Gm33378	10	2	20	10	16	14	11	11	7	36	34	7	17	22	36	5	7	40	52
Gm8170	16	4	7	14	8	4	6	2	10	0	5	10	2	8	2	0	1	4	18
Zfp873	355	417	582	142	390	352	576	655	522	864	798	747	540	397	559	119	426	447	581
Gm18556	15	0	7	4	0	1	1	0	4	3	2	0	10	20	18	0	7	15	0
AC158605.2	50	28	39	26	74	16	71	79	90	67	86	126	91	81	127	61	125	102	83
AU041133	364	121	289	250	287	153	300	292	312	489	637	637	176	300	649	192	314	253	221
AC158605.4	111	0	17	10	6	7	10	16	22	24	71	7	0	15	22	12	6	13	12
AC158605.3	0	0	0	0	0	2	5	2	12	4	7	13	0	0	12	0	0	5	4
AC158605.1	0	0	2	4	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
Zfp938	381	211	444	374	352	316	390	381	384	559	470	458	479	309	600	481	588	342	482
AC160865.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4932415D10Rik	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
Gm4924	221	88	100	77	170	102	138	141	135	189	137	117	177	126	180	106	181	175	234
Gm8188	4	14	14	9	9	9	11	14	10	8	9	7	1	0	0	0	0	1	0
AC158606.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm1553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ap3m1-ps	14	36	43	20	29	33	24	29	31	32	34	34	25	15	21	21	23	16	28
1190007I07Rik	702	482	505	492	323	366	451	560	669	534	506	508	496	328	505	589	645	423	545
Tdg	1471	2457	2493	2290	1554	1741	1397	2181	1999	1098	897	880	1260	1035	1010	909	989	841	798
Glt8d2	4	1	18	10	5	2	3	6	0	93	70	73	14	1	26	58	26	22	39
Hcfc2	1248	1532	1343	905	1274	1251	1353	1440	1257	1890	1922	2037	2744	2756	3032	2349	2529	2297	3174
Nfyb	4845	6072	6529	4262	4997	4917	4718	5984	5697	4114	3843	4160	6479	6814	6689	3889	5454	5000	5176
AC155709.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
AC155709.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700028I16Rik	0	0	1	0	1	0	0	0	0	0	0	0	0	0	7	0	4	2	6
Txnrd1	6058	11281	11706	6132	8375	8273	7232	8589	6118	5797	5833	5266	5958	5351	5065	3132	5266	6122	6205
Gm38560	21	38	39	13	21	7	17	12	5	0	0	2	15	16	13	26	17	11	11
AC158636.1	3	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eid3	25	8	10	6	5	4	17	8	0	1	1	9	0	4	6	0	0	1	1
Gm4799	119	109	88	108	74	99	88	96	108	93	63	60	1	4	3	2	3	0	0
Chst11	233	292	56	71	209	191	209	118	119	2	39	6	526	409	474	221	390	389	443
Gm10773	11	0	0	0	2	3	5	1	0	1	1	0	0	0	9	1	2	3	6
1700025N21Rik	5	1	0	0	4	0	1	0	0	0	0	0	0	2	4	1	1	5	0
Gm23122	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	5	0	0	0
Slc41a2	16	22	38	5	38	23	26	72	20	0	28	0	316	397	345	413	410	402	347
AC155637.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
D10Wsu102e	1786	2199	1794	1104	1733	1945	1888	1912	1919	2124	2289	2296	3324	3133	2643	3650	2997	2837	2771
Aldh1l2	0	0	5	0	0	0	0	0	0	3	0	0	0	0	0	12	34	4	11
Washc4	2694	2763	2709	1518	3850	3774	3803	3440	3036	6250	6383	6460	3680	3547	4363	2578	4215	3768	3575
Appl2	917	898	2657	1941	1635	1809	1710	1283	1200	3225	2658	2095	1871	1971	2416	1557	2476	2123	2766
AC153508.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1500009L16Rik	4273	4117	3885	2967	1729	978	951	1360	1130	24	86	38	1540	2657	1178	306	604	909	576
AC153505.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC153505.2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
C230099D08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm34184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm34113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC158239.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5425	65	37	34	39	31	18	19	35	26	9	21	27	6	11	8	7	8	8	13
Nuak1	0	1	4	1	0	2	0	0	0	0	7	6	1	0	0	1	3	4	4
AC150314.2	0	0	0	2	0	0	0	0	0	3	0	0	0	4	0	0	2	0	6
4930463O16Rik	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	3	0	0
1700092E16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC150314.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E230014E18Rik	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
Ckap4	89	46	54	21	54	85	34	42	62	31	125	52	22	0	7	8	77	37	67
Platr7	0	0	3	0	0	0	0	5	0	0	4	0	0	0	0	0	0	0	7
Tcp11l2	3434	7470	5039	5318	11972	13635	14885	9518	8870	26374	21968	26682	8524	9692	9294	5745	4464	7186	6091
Gm25657	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0
Gm17249	32	10	17	4	9	21	16	25	12	47	15	58	31	46	40	2	34	53	12
Polr3b	1798	2605	2145	1426	2193	2765	2661	2866	2160	3543	3307	3419	2818	2541	2517	2627	2989	2536	3019
Rfx4	30	25	58	14	11	9	15	18	7	3	0	4	0	0	0	0	0	0	0
Gm24226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ric8b	1023	991	856	375	735	722	884	710	620	1506	1494	1408	503	671	723	170	563	767	605
Fhl4	94	39	71	75	56	46	37	46	96	65	39	62	63	18	19	142	82	10	76
Tmem263	854	1401	1918	903	1235	1332	1081	1589	1463	954	827	977	1365	1550	1441	630	1323	1077	1459
Mterf2	453	455	631	479	472	528	543	649	635	556	527	556	652	604	709	405	600	360	578
Cry1	1554	2527	3494	2318	4551	4648	3895	3127	2550	4678	4522	5476	459	422	556	64	221	305	117
Gm38575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	0
Gm27392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8394	81	102	107	102	58	63	74	81	104	41	51	52	43	25	32	42	46	37	40
Gm25281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Btbd11	1127	1853	1335	1317	3208	4176	4875	2655	1984	6430	4507	6539	161	100	180	91	130	221	161
AC123842.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC151904.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC151904.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC151904.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC151904.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC151904.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm1559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6721	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Pwp1	3044	4846	5539	4030	4197	3981	3796	5602	5266	4395	4638	4826	4449	4329	4180	7906	5929	4525	5475
AC122408.1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0
AC122408.2	0	5	0	0	0	0	0	0	2	2	0	1	0	0	6	0	0	0	0
Prdm4	1782	3071	2812	1929	2655	2695	2253	2983	2116	2453	2367	2856	373	320	459	257	351	284	242
Ascl4	2	12	7	5	0	1	0	5	5	0	0	8	5	2	0	1	0	0	1
Rtcb	5920	8921	8712	9493	6738	7368	7072	9000	9400	7094	8088	7551	8732	8009	7435	14428	10852	8231	9848
AC151901.1	0	1	1	0	0	1	0	0	0	1	3	0	1	1	7	4	2	0	2
Bpifc	0	0	10	15	0	0	0	19	24	0	0	4	0	0	0	0	7	0	3
A230060F14Rik	7	9	18	16	20	18	23	21	26	27	44	19	5	5	8	5	1	9	2
Fbxo7	2097	2834	2967	3024	2780	2709	2564	2942	2474	2620	2715	2624	2095	1715	1970	1027	1816	2047	2036
Gm24430	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Syn3	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	7	0	0
4930486F22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15990	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	15	18
Timp3	1	0	0	2	7	3	7	12	0	23	63	4	0	0	0	1	0	0	1
Gm6729	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Gm9583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC132384.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC132384.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC132384.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC132384.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC132384.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm46191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC132384.2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC132384.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC132384.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC132384.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC132384.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC132384.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC132384.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC132384.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19989	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0
Gm18876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC132384.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1810014B01Rik	371	330	315	133	266	267	228	395	324	510	470	507	347	238	284	220	383	277	326
Hsp90b1	30245	38126	40277	24861	34509	24466	25541	32858	25451	15049	19308	18518	26219	25811	27968	31929	35952	29897	33020
Gm15344	62	23	11	2	13	4	8	8	5	20	16	10	39	17	70	30	30	39	16
Gm25745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ttc41	138	54	67	74	58	47	30	53	39	162	87	92	39	82	78	36	56	45	76
Fabp3-ps1	6	2	1	0	0	0	0	0	0	0	1	1	1	0	4	0	0	0	0
AC152453.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nt5dc3	66	97	85	49	103	120	89	116	86	129	89	123	33	31	32	23	56	24	24
Gm16268	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Stab2	0	3	0	4	15	7	33	25	1	74	301	52	0	0	0	0	0	6	14
Gm16280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700113H08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930555G07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23191	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Ascl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC122360.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pah	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC124445.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igf1os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
Igf1	14	9	17	8	43	11	43	25	22	55	77	43	31	0	0	100	354	108	66
Tyms-ps	31	30	38	38	15	5	5	20	8	0	2	0	4	1	0	4	2	0	2
AC139754.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC139754.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC139754.3	2	11	5	0	2	0	0	0	0	0	0	0	0	4	0	0	0	3	1
Pmch	9	12	4	0	3	4	2	8	3	0	0	0	4	0	8	0	0	0	5
Parpbp	1364	1553	2023	527	961	489	398	920	527	20	48	35	227	264	437	540	637	275	806
Gm6653	33	0	5	0	4	1	0	1	0	0	0	0	7	2	1	0	5	0	2
4921515L22Rik	4	1	2	0	1	1	0	3	0	0	0	0	2	1	4	0	0	0	8
Nup37	3116	3167	4200	2375	2086	1596	1416	2867	2428	1279	1162	1098	1324	1365	1592	1577	2199	1598	2190
Gm26357	4	1	0	1	0	0	4	1	0	3	0	1	1	2	2	2	2	0	0
Washc3	3189	3126	3325	2781	2877	2373	2935	3520	3457	3989	3437	4145	2662	2432	2506	3299	3274	1919	2664
Gm17980	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	1	1	0	0
AC125486.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dram1	8	36	25	17	68	51	79	67	82	0	23	6	149	78	64	328	819	447	763
Gnptab	4254	7106	2465	1484	5263	5068	4266	5443	4720	2808	3521	2573	3641	3106	3007	2552	4833	2778	5269
Gm26546	498	196	25	4	78	67	62	46	1	54	54	45	19	30	83	32	17	14	32
Gm16235	1	0	0	0	3	2	0	4	0	0	3	0	4	4	18	4	0	5	10
Chpt1	835	942	425	472	709	590	748	917	790	693	994	682	118	117	221	133	142	131	96
Sycp3	2	1	2	1	2	1	0	1	0	3	3	0	0	1	0	0	0	2	4
Mybpc1	5	0	0	2	0	0	0	5	4	0	0	12	2	1	3	21	16	2	1
AC164567.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Gm8435	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
AC164567.1	1	1	1	0	2	2	0	2	0	0	1	1	1	1	1	0	2	0	1
AC164567.4	2	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Gm29807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spic	29	44	31	39	120	47	112	65	98	151	337	200	20	0	3	27	82	25	37
Gm46192	1	1	1	2	2	0	1	0	2	1	0	1	2	0	1	1	0	1	0
n-R5s79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC164567.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4925	15	9	10	9	8	10	5	12	36	18	28	24	5	22	4	29	18	6	6
Arl1	3433	4852	5421	5212	3973	3871	4018	5305	4952	3226	3250	3281	6402	6600	5805	6020	7390	5635	6042
Utp20	1103	887	768	742	830	1383	871	1404	1044	2050	2238	1879	1391	1311	1138	2238	2223	2109	2978
Slc5a8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
Ano4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
Gas2l3	400	249	435	152	245	153	105	270	204	0	31	0	204	227	207	431	686	321	670
Nr1h4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC127279.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc17a8	8	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Scyl2	845	1490	1305	1037	1564	1421	1293	1368	1683	1293	1548	1503	2165	1835	2263	2112	1927	1828	1969
1500026H17Rik	11	1	7	19	7	10	14	13	33	11	2	10	2	6	15	4	10	9	3
